14	Twincoil	Human	Human	Spookior	Janus	Garden serpent	Dual-faced trickster	Yes	Assets/ui/monsters/twincoil/idle/twincoil_idle_01.png
15	Heartwell	Human	Human	Spookior	Sokushinbutsu monk	Inner stillness	Hollow vessel	Yes	Assets/ui/monsters/heartwell/idle/heartwell_idle_01.png
16	Gnoll	Human	Human	Jet	Gnome	Hidden folk	Mushroom cap	Yes	Assets/ui/monsters/gnoll/idle/gnoll_idle_01.png
17	Gnollium	Human	Human	Jet	Forest spirit	Fairy ring	Red petals	Yes	Assets/ui/monsters/gnollium/idle/gnollium_idle_01.png
18	Jackacabra	Human	Human	Jet	Chupacabra	Hare	Cattle predator	Yes	Assets/ui/monsters/jackacabra/idle/jackacabra_idle_01.png
19	Padlip	Human	Human	Jet	Frog	Brothers Grimm Frog Prince	Lily pad	Yes	Assets/ui/monsters/padlip/idle/padlip_idle_01.png
20	Liliprince	Human	Human	Jet	Frog	Brothers Grimm	Crown	Yes	Assets/ui/monsters/liliprince/idle/liliprince_idle_01.png
21	Branchling	AI	AI		Walking thicket	Forest guardian	Sapling shepherd	No	Assets/ui/monsters/branchling/idle/branchling_idle_01.png
21	Threadlet	Human	Human	Jet	Spider	Anansi	Clay pot	Yes	Assets/ui/monsters/threadlet/idle/threadlet_idle_01.png
22	Dewdrop	AI	AI		Morning dew	Water spirit	Leaf droplet	No	Assets/ui/monsters/dewdrop/idle/dewdrop_idle_01.png
22	Loomweaver	Human	Human	Jet	Spider	Anansi	Pot of Wisdom	Yes	Assets/ui/monsters/loomweaver/idle/loomweaver_idle_01.png
23	Dustling	AI	AI		Moth larva	Stardust	Caterpillar	No	Assets/ui/monsters/dustling/idle/dustling_idle_01.png
24	Flickermoth	AI	AI		Luna moth	Lantern	Will-o-wisp	Yes	Assets/ui/monsters/flickermoth/idle/flickermoth_idle_01.png
25	Mosscreep	AI	AI		Mossy boulder	Slow traveler	Ancient memory	No	Assets/ui/monsters/mosscreep/idle/mosscreep_idle_01.png
26	Whiskerwind	AI	AI		Kitsune	Wind fox	Whisper trader	Yes	Assets/ui/monsters/whiskerwind/idle/whiskerwind_idle_01.png
27	Galefox	AI	AI		Kitsune	Wind tunnel	Swift fox	Yes	Assets/ui/monsters/galefox/idle/galefox_idle_01.png
28	Glimshroom	AI	AI		Bioluminescent mushroom	Mana feeder	Glowing cap	No	Assets/ui/monsters/glimshroom/idle/glimshroom_idle_01.png
29	Cinderscale	AI	AI		Salamander	Cooling lava	Crystalline scales	No	Assets/ui/monsters/cinderscale/idle/cinderscale_idle_01.png
30	Blazefang	AI	AI		Fire serpent	Salamander	Volcanic spine	No	Assets/ui/monsters/blazefang/idle/blazefang_idle_01.png
31	Magmite	AI	AI		Lava sprite	Volcano keeper	Hard worker	Yes	Assets/ui/monsters/magmite/idle/magmite_idle_01.png
32	Hinobi	AI	AI		Ninja monkey	Smoldering bandages	Rooftop shadow	No	Assets/ui/monsters/hinobi/idle/hinobi_idle_01.png
33	Enkong	AI	AI		Sun Wukong	Monkey King	Fire warrior	Yes	Assets/ui/monsters/enkong/idle/enkong_idle_01.png
34	Smolderpup	AI	AI		Loyal hound	Wildfire survivor	Ash dog	No	Assets/ui/monsters/smolderpup/idle/smolderpup_idle_01.png
35	Emberhound	AI	AI		Hellhound	Faithful dog	Smoldering fur	Yes	Assets/ui/monsters/emberhound/idle/emberhound_idle_01.png
36	Infernowarg	AI	AI		Fenrir	Fallen star	Eternal flame	Yes	Assets/ui/monsters/infernowarg/idle/infernowarg_idle_01.png
37	Puddlejaw	AI	AI		Rain puddle	Reflection swallower	Forgotten place	No	Assets/ui/monsters/puddlejaw/idle/puddlejaw_idle_01.png
38	Mirrorpond	AI	AI		Narcissus	Still water	Reflection	Yes	Assets/ui/monsters/mirrorpond/idle/mirrorpond_idle_01.png
39	Weepfin	AI	AI		Crystallized tears	Lonely fish	Empathy spirit	No	Assets/ui/monsters/weepfin/idle/weepfin_idle_01.png
40	Streamling	AI	AI		Babbling brook	Water spirit	Playful stream	No	Assets/ui/monsters/streamling/idle/streamling_idle_01.png
41	Rivercrest	AI	AI		River confluence	Water judge	Mediator spirit	No	Assets/ui/monsters/rivercrest/idle/rivercrest_idle_01.png
42	Oceanmaw	AI	AI		Sea consciousness	River mouth	Mourning tide	No	Assets/ui/monsters/oceanmaw/idle/oceanmaw_idle_01.png
43	Bubblite	AI	AI		Jellyfish	Air bubble	Tide pool drifter	No	Assets/ui/monsters/bubblite/idle/bubblite_idle_01.png
44	Foamwraith	AI	AI		Drowned sailor	Sea spirit	Ghost jellyfish	Yes	Assets/ui/monsters/foamwraith/idle/foamwraith_idle_01.png
45	Coralheim	AI	AI		Living reef	Mobile ecosystem	Coastal shrine	No	Assets/ui/monsters/coralheim/idle/coralheim_idle_01.png
46	Driftmote	AI	AI		Dust mote	Lost traveler	Forgotten path	No	Assets/ui/monsters/driftmote/idle/driftmote_idle_01.png
47	Galeclaw	AI	AI		Wind beast	Slamming doors	Solidified breeze	No	Assets/ui/monsters/galeclaw/idle/galeclaw_idle_01.png
48	Whistleshade	AI	AI		Hollow wind	Peripheral vision	Aeolian sound	No	Assets/ui/monsters/whistleshade/idle/whistleshade_idle_01.png
49	Dandepuff	AI	AI		Dandelion puff	First breath	Seed spirit	No	Assets/ui/monsters/dandepuff/idle/dandepuff_idle_01.png
50	Zephyrmite	AI	AI		Zephyr	Whisper rider	Aspiring tempest	Yes	Assets/ui/monsters/zephyrmite/idle/zephyrmite_idle_01.png
51	Cyclonyx	AI	AI		Cyclone	Sentient tornado	Spinning vortex	No	Assets/ui/monsters/cyclonyx/idle/cyclonyx_idle_01.png
52	Tempestking	AI	AI		Zeus	Storm sovereign	Hurricane	Yes	Assets/ui/monsters/tempestking/idle/tempestking_idle_01.png
53	Featherwisp	AI	AI		Patchwork bird	Borrowed flight	Collective memory	No	Assets/ui/monsters/featherwisp/idle/featherwisp_idle_01.png
54	Plumestorm	AI	AI		Phoenix	Feather trail	Weather omen	Yes	Assets/ui/monsters/plumestorm/idle/plumestorm_idle_01.png
55	Vortexel	AI	AI		Tornado	Living spiral	Confused wind	No	Assets/ui/monsters/vortexel/idle/vortexel_idle_01.png
56	Sparklet	AI	AI		Lightning strike	Lonely spark	Doomed touch	No	Assets/ui/monsters/sparklet/idle/sparklet_Idle_01.png
57	Voltweave	AI	AI		Stolen memories	Lightning web	Storm consciousness	No	Assets/ui/monsters/voltweave/idle/voltweave_idle_01.png
58	Temporal	AI	AI		Heartbeat	Time stutter	Liminal moment	No	Assets/ui/monsters/temporal/idle/temporal_idle_01.png
59	Staticling	AI	AI		Static electricity	Frustration	Broken machines	No	Assets/ui/monsters/staticling/idle/staticling_idle_01.png
60	Joltpaw	AI	AI		Squirrel	Static fur	Lonely shocker	No	Assets/ui/monsters/joltpaw/idle/joltpaw_idle_01.png
61	Thundermane	AI	AI		Lion	Storm mane	Contained power	No	Assets/ui/monsters/thundermane/idle/thundermane_idle_01.png
62	Zapfin	AI	AI		Electric eel	Land explorer	Curious fish	No	Assets/ui/monsters/zapfin/idle/zapfin_idle_01.png
63	Boltgeist	AI	AI		Lightning ghost	Wandering spirit	St. Elmo's fire	Yes	Assets/ui/monsters/boltgeist/idle/boltgeist_idle_01.png
64	Circuitsprite	AI	AI		Circuit board	Electric current	Digital spirit	No	Assets/ui/monsters/circuitsprite/idle/circuitsprite_idle_01.png
65	Rootling	AI	AI		First footprint	Soil spirit	Walking root	No	Assets/ui/monsters/rootling/idle/rootling_idle_01.png
66	Cragmaw	AI	AI		Cavern	Stalactite teeth	Ambush predator	No	Assets/ui/monsters/cragmaw/idle/cragmaw_idle_01.png
67	Monoleth	AI	AI		Living mountain	Megalith	2001 monolith	No	Assets/ui/monsters/monoleth/idle/monoleth_idle_01.png
68	Rubblekin	AI	AI		Debris poltergeist	Broken things	Repair spirit	Yes	Assets/ui/monsters/rubblekin/idle/rubblekin_idle_01.png
69	Pebblit	AI	AI		Rolling pebble	Hermit crab	Cozy spaces	No	Assets/ui/monsters/pebblit/idle/pebblit_idle_01.png
70	Boulderon	AI	AI		Sisyphus stone	Rolling boulder	Wandering sage	Yes	Assets/ui/monsters/boulderon/idle/boulderon_idle_01.png
71	Terracub	AI	AI		Bear cub	Living stone	Earth play	No	Assets/ui/monsters/terracub/idle/terracub_idle_01.png
72	Quartzite	AI	AI		Crystal cavern	Singing stone	Earth music	No	Assets/ui/monsters/quartzite/idle/quartzite_idle_01.png
73	Dustback	AI	AI		Desert turtle	Sandstorm	Living dunes	No	Assets/ui/monsters/dustback/idle/dustback_idle_01.png
74	Terraclops	AI	AI		Cyclops	Stone vision	Forgotten guardian	Yes	Assets/ui/monsters/terraclops/idle/terraclops_idle_01.png
75	Frostling	AI	AI		First winter	Ice shard	Stillness	No	Assets/ui/monsters/frostling/idle/frostling_idle_01.png
76	Glacimaw	AI	AI		Banshee	Frozen last words	Hypothermia	Yes	Assets/ui/monsters/glacimaw/idle/glacimaw_idle_01.png
77	Permafrost	AI	AI		Heat death	Dying star	Patient inevitability	No	Assets/ui/monsters/permafrost/idle/permafrost_idle_01.png
78	Shivershard	AI	AI		Cold seep	Bone chill	Ice shard	No	Assets/ui/monsters/shivershard/idle/shivershard_idle_01.png
79	Snowmite	AI	AI		Snowflake	Individuality	Microcosm	No	Assets/ui/monsters/snowmite/idle/snowmite_idle_01.png
80	Blizzardian	AI	AI		Blizzard	Snowflake collective	Walking snowstorm	No	Assets/ui/monsters/blizzardian/idle/blizzardian_idle_01.png
81	Iciclaw	AI	AI		Icicle	Ice predator	Camouflage hunter	No	Assets/ui/monsters/iciclaw/idle/iciclaw_idle_01.png
82	Frostwisp	AI	AI		Frozen breath	Ice crystals	Whispered words	No	Assets/ui/monsters/frostwisp/idle/frostwisp_idle_01.png
83	Sleethorn	AI	AI		Hedgehog	Ice horns	Gentle giant	No	Assets/ui/monsters/sleethorn/idle/sleethorn_idle_01.png
84	Glacierback	AI	AI		Walking glacier	Mobile biome	Iceberg	No	Assets/ui/monsters/glacierback/idle/glacierback_idle_01.png
85	Sproutkin	AI	AI		Wandering seed	Dandelion	Lost potential	No	Assets/ui/monsters/sproutkin/idle/sproutkin_idle_01.png
86	Thornveil	AI	AI		Strangler vine	Forgotten god	Memory thorns	Yes	Assets/ui/monsters/thornveil/idle/thornveil_idle_01.png
87	Eldergrove	AI	AI		Yggdrasil	Forest deity	Tree rings	Yes	Assets/ui/monsters/eldergrove/idle/eldergrove_Idle_01.png
88	Mosswhisper	AI	AI		Confessional moss	Secret keeper	Whispering grove	No	Assets/ui/monsters/mosswhisper/idle/mosswhisper_idle_01.png
89	Pollenpuff	AI	AI		Pollen	Bumblebee	Sneeze	No	Assets/ui/monsters/pollenpuff/idle/pollenpuff_idle_01.png
90	Bloomguard	AI	AI		Flower knight	Garden warden	Pollen armor	No	Assets/ui/monsters/bloomguard/idle/bloomguard_idle_01.png
91	Vinewhip	AI	AI		Vine snake	Lonely hugger	Climbing plant	No	Assets/ui/monsters/vinewhip/idle/vinewhip_idle_01.png
92	Curublast	AI	AI		Curupira	Brazilian folklore	Backwards feet	Yes	Assets/ui/monsters/curublast/idle/curublast_idle_01.png
93	Willowwisp	AI	AI		Weeping willow	Tear collector	Misplaced sympathy	No	Assets/ui/monsters/willowwisp/idle/willowwisp_idle_01.png
94	Fungrowth	AI	AI		Mushroom giant	Walking fungus	Spore drift	No	Assets/ui/monsters/fungrowth/idle/fungrowth_idle_01.png
95	Verdantis	AI	AI		Persephone	Spring incarnate	Bloom miracle	Yes	Assets/ui/monsters/verdantis/idle/verdantis_idle_01.png
96	Coglet	AI	AI		Cog	Clockwork	Spinning gear	No	Assets/ui/monsters/coglet/idle/coglet_idle_01.png
97	Ironclad	AI	AI		Bound swords	Refused violence	Knight protector	No	Assets/ui/monsters/ironclad/idle/ironclad_idle_01.png
98	Forgeborn	AI	AI		Hephaestus	First smelting	Transformation	Yes	Assets/ui/monsters/forgeborn/idle/forgeborn_idle_01.png
99	Corrode	AI	AI		Rust spirit	Entropy	Decay	No	Assets/ui/monsters/corrode/idle/corrode_idle_01.png
100	Oxidrake	AI	AI		Rust dragon	Fallen empires	Graveyard	Yes	Assets/ui/monsters/oxidrake/idle/oxidrake_idle_01.png
101	Scrapper	AI	AI		Scrap heap	Tin Man	Self-assembly	Yes	Assets/ui/monsters/scrapper/idle/scrapper_idle_01.png
102	Junktitan	AI	AI		Frankenstein	Scrap golem	Junkyard king	Yes	Assets/ui/monsters/junktitan/idle/junktitan_idle_01.png
103	Bladefly	AI	AI		Dragonfly	Steel razor wings	Insect blade	No	Assets/ui/monsters/bladefly/idle/bladefly_idle_01.png
104	Bellguard	AI	AI		Church bell	Tocsin warning	Bronze guardian	No	Assets/ui/monsters/bellguard/idle/bellguard_idle_01.png
105	Chainlink	AI	AI		Chain	Slinky	Shapeshifter	No	Assets/ui/monsters/chainlink/idle/chainlink_idle_01.png
106	Chromedragon	AI	AI		Dragon	Mirror	Vanity	Yes	Assets/ui/monsters/chromedragon/idle/chromedragon_idle_01.png
107	Dawnmote	AI	AI		Sunrise	Mote of light	Solar fragment	No	Assets/ui/monsters/dawnmote/idle/dawnmote_idle_01.png
108	Haloveil	AI	AI		Veiled spirit	Golden halo	Condensed light	No	Assets/ui/monsters/haloveil/idle/haloveil_idle_01.png
109	Solmara	AI	AI		Phoenix	Aurora rings	Prismatic feathers	Yes	Assets/ui/monsters/solmara/idle/solmara_idle_01.png
110	Echomind	AI	AI		Akashic records	Ghost thought	Forgotten knowledge	Yes	Assets/ui/monsters/echomind/idle/echomind_idle_01.png
111	Wishling	AI	AI		Coin fountain	Wish granter	Naive spirit	No	Assets/ui/monsters/wishling/idle/wishling_idle_01.png
112	Hopebringer	AI	AI		Wish granter	Fairy godmother	Earned reward	Yes	Assets/ui/monsters/hopebringer/idle/hopebringer_idle_01.png
113	Memoryveil	AI	AI		Mnemosyne	Memory spirit	Photo album	Yes	Assets/ui/monsters/memoryveil/idle/memoryveil_idle_01.png
114	Dreamspark	AI	AI		Eureka moment	Muse	Inspiration spirit	Yes	Assets/ui/monsters/dreamspark/idle/dreamspark_idle_01.png
115	Soulflare	AI	AI		Muse	Creative spark	Inspiration	Yes	Assets/ui/monsters/soulflare/idle/soulflare_idle_01.png
116	Eternawing	AI	AI		Eternal witness	Time keeper	Winged messenger	No	Assets/ui/monsters/eternawing/idle/eternawing_idle_01.png
117	Murkmaw	AI	AI		Repression	Shadow self	Forgotten thought	No	Assets/ui/monsters/murkmaw/idle/murkmaw_idle_01.png
118	Voidweep	AI	AI		Mourning fish	Crystallized tears	Loneliness	No	Assets/ui/monsters/voidweep/idle/voidweep_idle_01.png
119	Nullgrave	AI	AI		Psychopomp	Final witness	Last moments	Yes	Assets/ui/monsters/nullgrave/idle/nullgrave_idle_01.png
120	Gloomling	AI	AI		Shadow	Hidden lurker	Shy creature	No	Assets/ui/monsters/gloomling/idle/gloomling_idle_01.png
121	Nightcrawl	AI	AI		SCP-173	Quantum observer	Statue	No	Assets/ui/monsters/nightcrawl/idle/nightcrawl_idle_01.png
122	Duskstalker	AI	AI		Panther	Twilight predator	Stealth hunter	No	Assets/ui/monsters/duskstalker/idle/duskstalker_idle_01.png
123	Fearling	AI	AI		Boogeyman	Childhood fear	Closet monster	Yes	Assets/ui/monsters/fearling/idle/fearling_idle_01.png
124	Umbralynx	AI	AI		Black cat	Shadow	Stuck spirit	No	Assets/ui/monsters/umbralynx/idle/umbralynx_idle_01.png
125	Secretkeeper	AI	AI		Sphinx	Hidden lore	Owl	Yes	Assets/ui/monsters/secretkeeper/idle/secretkeeper_idle_01.png
126	Eclipsara	AI	AI		Solar eclipse	Liminal being	Shadow phase	No	Assets/ui/monsters/eclipsara/idle/eclipsara_idle_01.png
127	Nightmarex	AI	AI		Sandman	Dream king	Balance keeper	Yes	Assets/ui/monsters/nightmarex/idle/nightmarex_idle_01.png
128	Primbloom	AI	AI		First flower	Lotus	Eternal bloom	No	Assets/ui/monsters/primbloom/idle/primbloom_idle_01.png
129	Sunforged	AI	AI		Solar fragment	Living sun	Helios	Yes	Assets/ui/monsters/sunforged/idle/sunforged_idle_01.png
130	Absolutezero	AI	AI		Absolute zero	Heat death	Frozen atoms	No	Assets/ui/monsters/absolutezero/idle/absolutezero_idle_01.png
131	Stormtyrant	AI	AI		Tempest king	Hurricane	Legendary storm	No	Assets/ui/monsters/stormtyrant/idle/stormtyrant_idle_01.png
132	Mythweaver	AI	AI		Storyteller spirit	Origin of myth	Dreaming beast	Yes	Assets/ui/monsters/mythweaver/idle/mythweaver_idle_01.png
133	Worldserpent	AI	AI		Jörmungandr	Ouroboros	Norse mythology	Yes	Assets/ui/monsters/worldserpent/idle/worldserpent_idle_01.png
134	Voiddragon	AI	AI		Cosmic dragon	Star eater	Dark matter	Yes	Assets/ui/monsters/voiddragon/idle/voiddragon_idle_01.png
135	Genisoul	AI	AI		First consciousness	Primordial void	Awakening	No	Assets/ui/monsters/genisoul/idle/genisoul_idle_01.png
136	Primeflare	AI	AI		Phoenix rebirth	Apocalypse flame	Cracking earth	Yes	Assets/ui/monsters/primeflare/idle/primeflare_idle_01.png
137	Voidbloom	AI	AI		Liminal flower	Life-death threshold	Two-tone petals	No	Assets/ui/monsters/voidlboom/idle/voidbloom_idle_01.png
138	Edenseed	AI	AI		Garden of Eden	World tree seed	Tree of life	Yes	Assets/ui/monsters/edenseed/idle/edenseed_idle_01.png
139	Aquagenesis	AI	AI		Primordial waters	Genesis myth	Single droplet	Yes	Assets/ui/monsters/aquagenesis/idle/aquagenesis_idle_01.png
140	Prismite	AI	AI		Raijū evolution	Lightning afterimage	Storm markings	Yes	Assets/ui/monsters/prismite/idle/prismite_idle_01.png
141	Arcferron	AI	AI		Raijū	Thunder weasel	Lightning afterimage	Yes	Assets/ui/monsters/arcferron/idle/arcferron_idle_01.png
142	Raijura	AI	AI		Raijū	Japanese mythology	Thunder weasel	Yes	Assets/ui/monsters/raijura/idle/raijura_idle_01.png
143	Devorah	AI	AI		Ammit	Egyptian mythology	Heart-weighing	Yes	Assets/ui/monsters/devorah/idle/devorah_idle_01.png
144	Pucling	AI	AI		Púca	Celtic folklore	Hare	Yes	Assets/ui/monsters/pucling/idle/pucling_idle_01.png
145	Scaldnip	AI	AI		Cherufe	Mapuche folklore	Volcanic crab	Yes	Assets/ui/monsters/scaldnip/idle/scaldnip_idle_01.png
146	Primordius	AI	AI		Prima materia	Alchemy	Primordial potential	Yes	Assets/ui/monsters/primordius/idle/primordius_idle_01.png
147	Nihilex	AI	AI		Nihilism	Forgotten darkness	Absence	No	Assets/ui/monsters/nihilex/idle/nihilex_idle_01.png
148	Songborne	AI	AI		Orpheus	Music of the spheres	First voice	Yes	Assets/ui/monsters/songborne/idle/songborne_idle_01.png
149	Genesis	AI	AI		Cosmic egg	Creation myth	Folded wings	Yes	Assets/ui/monsters/genesis/idle/genesis_idle_01.png
150	Namashira	AI	AI		Namazu	Japanese earthquake catfish	Seismic waves	Yes	Assets/ui/monsters/namashira/idle/namashira_idle_01.png
151	Chalkodon	AI	AI		Talos	Bronze automaton	Greek myth	Yes	Assets/ui/monsters/chalkodon/idle/chalkodon_idle_01.png
152	Fujinara	AI	AI		Fūjin	Japanese mythology	Wind sack	Yes	Assets/ui/monsters/fujinara/idle/fujinara_idle_01.png
153	Bluffrost	AI	AI		Yuki-onna	Snowdrift	Bumbling spirit	Yes	Assets/ui/monsters/bluffrost/idle/bluffrost_idle_01.png
